abad;abad,jaman
saran;tawai,atou-atou
sarang;salai,sakkak
sarap;uyak
sarap;latap
sari;noh,saghi
saring;ayak,ittogh,saghing
sarjana;sagjana
sarung;hinjang,sinjang,awik,abik
sate;pangangan,sate
saturday;sai,nunggal
saudagar;sedagagh
saudara;piuaghi,waghei,sekelik
sauh;jakkagh
sawah;saban,huma
sawan;sawan
sawo;sawuh,sawo
saya;nyak,ku,sekendua,ikam,hikam
saying;kahut,geghing,temaden
sayap;keppi
sayat;ighis
sayu;sedih
sayup;papaghal
sayur;gulali
sebab;mana,alah,sebab
sebal;kesel
sebar;tabui,keghap,sebagh
sebarang;basing,sippaya,makmilih
sebelah;kebelah
sebelas;sebelas
sebentar;seghabbok,sebeghai
seberang;sebeghang
sebut;cacak,ucak,cawa,sebut
sedang;sedong,lagi,basa
sdap;sedop,bangik
sedekah;sedekah,pengejuk
sederhana;sedongan,sedeghana
sedia;sedia,sediyo,siap
sedih;putok,susah,sedih
sedikit;cutik
segala;uyin,uyen,segalaou
segan;ghabai-ghugui,sukkan,segan
segar;segegh
segenap;unyin,segalou
segera;geluk,ghikas
segi;tukku,tetaka,segi
sehat;muyayan,waghas
sehingga;hingga,sappai
seia;mepakat
sejahtera;kecukupan
sejajar;banjagh,sejajaghg
sejarah;ghiwayat,sejaghah,asal-usul
sejati;tolen,asli
sejenak;seghebok,sebeghai
sejuk;ngison,miyos
seka;sapu,lap
sekedar;sekadagh
sekali;pissan,sekelai
sekam;huwok,wek
sekap;kughung
sekarang;ganta,tanno
sekarat;sekaghat
sekat;tighai,piang,keket
sekitar;dihak,sekitegh
sekoci;sekucei
sekolah;sekula
sekongkol;ikko,kesei
sekonyong;ngedadak
sekutu;sekutu,kesei
selagi;selagi
selain;saibaghih
selalu;selalu,ghesok,jugou
selam;selamou
selamat;selamat,muyyayan
selampai;selappai,selekap
selang;selang
selangka;selakkaou
selat;selat
selatan;selatan
selawat;selawat
selempang;selepang,,selekap
selendang;kumbut,selendang
selenggara;guwai
seleting;kabaghangin
selepa;selepou
selera;peghetok,nasseu,citta,kebuguhan
selesai;ghadu,ghedeu,selesai,beghes
selesma;bittok,betok
selidik;selidik,teliti
selikur;selikugh
selimut;piyu,bidak
seling;selang
selingkuh;selingkuh
selir;gundik
selisih;selisih,bido,senggil,citing
selop;selop
seluang;seluang
selubut;kumbut,kekkep
seluruh;unyin,segalo
selusup;selusup
semai;semai,ngeghap
semak;pulanngugha,guyun
semalam;sebingei
semambu;semambu
semampai;lalissighan,ghangging
semang;tuppak,semang
semangat;jiwo,napsu
semangka;lemuju,semangka
semarakj;cuncam,ghagem
semat;lekok,semat
semata;sematou,aden-aden
sembah;sembah
sembayang;sippaya,basing
sembelih;tikol,pesol,sebeleh
sembelit;bubollah
sembilan;siwa,siwo
sembilu;ghegis,sebilu
semboyan;cicca
sembrono;lalai,makpasati,bakahdakkkuh
sembuh;munyai,waghas,tagni,dak,papehanda
sembul;ticcul,ceccul
sembunyi;segok,jamuk,jemamuk,lok
sembur;sebugh,seghbu,simbui,beghus
semenda;semanda
semenjak;anjak,jak
sementara;sepenan,sebeghai,makmunei,sementaghou
semoga;kakalau,mogou-mogou
sempat;sempat
sempit;pelik,semek
semprong;semprong
semprot;sebugh
sempurna;sempughna
semrawut;kucaklattak
semu;semu
semua;unyin,segalou
semula;jenoni,jakasal,jakmplou,asalnou
semur;semor
semut;seghom,ketanom
senandung;pattun
senang;senang,bangik,buguh
senantiasa;selalu
senapan;bedil,senapang
sendat;sakkut
sendok;sudu,sudeu
sengaja;seghaja,sengajou
sengat;seghot,sengik,patuk,kattip
senggang;lapng
senggol;tinggul,cugik
sengit;sengit
sengsara;sengsagha,sosah
senja;dibbi,debbi,manom
senjata;gagaman,senata,sedate
sentak;tekanjat
senter;baterei,belogh,senter
sentosa;aman
sentuh;tinggul,hindil,cugil
senyap;hiyon,henning
senyum;kimut,jeghimut,sengeh'
sepak;kujang,sikap,sepak
sepakat;sepakat,padu,cocok,mupakat,akugh
sepang;sepang
separuh;peghtengah,bagighuna
sepatu;sepatu
sepeda;keghitanangin,sepida
sepekan;seminggu
seperti;injuk,gegoh
sepet;kelot,kelet
sepi;angi,hening,sepei
seprai;seperei
sepuh;sepuh
serabi;seghabi
seraga;geguling
seragam;seghagam,guggoh
serah;kenni,seghah,juk
serai;segghai
serak;tabui
serakah;tamak,besegkughang
seram;ghabai,seghem
serambi;beghadang,gaghang,seghambai,anjungan
serampang;seghappang
serang;peghaggoh,tepugh
serap;hisop,ngeghesep
serapah;kutuk,sepah
serasi;cocok,tepat
serat;seghat
serba;seghba,segalo
serban;seghubban
serba-serbi;bermacem-macem
serbat;segha,segalo
serban;seghubban
serba-serbi;bermacem-macem
serba;seghabbat
serbet;lapculuk
serbu;gasak
serbuk;bubuk
sedadu;tentegha,seghadbu
serepak;baghong,jajama
seret;taghisusuk
sergap;tekop,seghaggep
seriawan;kulakan
serigala;gemul,seghigala
serigunting;seghigitting
serikat;kunsi,jejamou
serikaya;seghikay,seghikayou
sering;galak,ghesok
serobot;tekkang,seghobot
serong;cughang,mighing,cacil
serta;kalat,tutuk
seru;sappai,keghik
seruduk;selusup
seruling;suling
serundeg;seghunding
sesak;pelik,semek
sesal;sesol,sesel
sesat;tedayo,tejajau,tebengbang
sesepuh;tetohou,tetuha
Sesuai;cocok,sesuai
sesumbar;cicca
setagen;setagin
setan;setan,iblis,belis
setagi;setanggei,(menyan)
setapak;selakkah
setel;setel
setelah;seghadu,seghadeu
setem;setem
setempel;cap
setengah;ketengah
Setrika;setigha,gosok
seteru;lawan,musuh
setia;setia
setiap;unggal,enggal
setir;setang,kemuddei
setor;setor
sewa;siwa,kos
sial;sisil,malang,kuis
sialang;sakkak
siamang;samang
siang;deghani,mawas,dawah
siap;kaghi,sediyo,siap
siap;sapa,apo,sapou
siar;cawa,sappai,negohken
siasat;tipoudayo,siasat
sibuk;ghituk,simel
siding;hippun,pepung,mesewagha
sifat;laku,sepat
sihir;sihir
sikap;sikap,ghiyak
sikat;sikat,sekat
siksa;siksa,aniyaya
siku;siku,kekulah,sailikut,tumbai,
silang;selang
siilat;silit,pincak,kuttau
silau;sunagh
sisilah;tambo,tughuman
simak;simak,dengei,tengis
simpan;jamuk,segok,lok
simpang;sippang,lipang
simpati;gehing,buguh
sinar;siyagh,sughot,,cahyo
sindir;sendegh
singa;singa
singgah;sengah,singah
singkat;sikkat,buttak
singkir;sassing,sikkigh
singkong;hubikayu,kikim
singsinng;pesit
sini;dija,dijou
sinting;sinting,maklattap
sipilis;spilis
siput;kuwol,kuwel
siram;ceghok
sirap;sighap
sirih;cambia
siring;sighing
sirna;melap,lebon
sisa;kughah,tighah,ighah
sisi;kebelah,penggih
sisih;tedai,pisah,pikken,sembin,sumang
sisik;henak,nap
sisip;selok
sisir;suwal,pengegai,sungkat,gaghu
sitir;sutip,ngulah
situ;henno,hina,enou
siul;siwil
siuman;ngenegan,ngebeghangoh
soal;ululih,tanyou,soal
sogok;sudut,suguk
sokong;tulung,sokong
sombong;nuha,pungah,ngasei
sopan;hogmat,supan
sopir;supigh
sorak;hanja,manom,debei
sorong;sughung
sorot;cuwagh
sosoh;nyaccak
soto;soto
spontan;seketiko
sri;balui
sua;tungga,pehalu,tembuk,teeu
suaka;suakou
suami;mengiyan,kehajjong,lakei,ghagahni
suap;pusok,suap,pujuk
suara;bunyi,baghou,ghesa
suasana;gelagat
suatu;suatu
subang;sobang,anntig
subuh;subuh,tukuk,pagei
subur;humbi,subuggh
suci;begsih,suci
saudagar;sedagagh
sudah;ghadu,ghadeu
sudi;suka,haga,agou
sudut;tuku
sujud;sujud
suka;geghing,iling,sokou,suka,buguh
sukacita;hanjak,sokouateu
sukar;sallam,payah,susah,sulit
sukarela;sukaghila
sukaria;senenghati
sukat;cupak,gattang
sukma;nyawa,nyawou
suku;suku
sulah;sulah
sulam;sulam,bogdir
sulap;solap
suling;suling
sulit;sulit,payah
sultan;sultan
suluh;hinagh,obor
suluk;suluk
sulung;anaktuha
sulut;suwa
sumbang;sussui,pengeni,ngejuk
sumbar;cicca
sumber;asal,maatouwai
sumbing;suwing,gangou
sumbu;sumbu,sembeu
sumpah;suppah
sumpit;sepit
sumur;sumugh,somou
sunat;sunat,ghittan,pubetik
sundal;jalang
sudut;sendut
sungai;way,batangaghei,heliyah
sungguh;temen,benegh
sungkan;mesughok,sungkan
sungsan;tebalik,tebulet
sungut;sengot,ngebel-ibel
suntik;suntik,setik
sunting;ghagat
sunyi;hiyon,sepi,hanning
supaya;maghi,nyin,supayo,kenaiken
supir;supigh
suram;ghidap,sugham
surat;sughat,soghat
surau;surau,langgagh
surga;seghagga,seghga
suruh;kakyin,kisung,kayun,peghittah
surut;langok,nyusut,mundugh,sughut
surya;matapanas,mataghani
susah;susah,payah,sulit,seset
susila;keghama,adab,aglak,adat
susu;susu,mah,puan
susuk;susuk
susul;bedakk,susul,kitai,sussung
susun;susun
susup;susup,sughup
susur;sugi,kughang
sutan;sutan
sutera;setegha,seteghou
syak;teduh,wahem
syarat;seghata,atogha,seghanou
syarikat;kussian,seghiket
syukur;neghima,sukugh
taat;patuh,nutuk,taat
tabah;tabah,sabagh
tabiat;peghangai,kelakuan,lelakon
tabib;dukun,dedukun
tabik;tabik,hugmat
tabir;tighai,tinda,kellegh
tabligh;besugha,tabelegh
tabrak;tumbagh
tabu;tabu,pattangan,pemali
tabuh;tabuh,tettik
tabung;bumbung,keciling,tabung
tabor;keghab,tabui
tadah;taku
tadi;jinna,jinno
tafsir;tapsigh
tagih;lulih,tagih,ulih
tahan;tahan,tedos
tahi;tahi,tahei
tahlil;tahlil
tahu;pandai,kenal
tahun;tahu
tahyul;tahyul
tajam;tajom,lancip
taji;tajei
tajin;tajin
tajung;tajung
takabur;nuha,pungah,sumbugh,tekebugh
takar;takagh,ukugh
takbir;tekebir
takdir;sughatan,takdir
taghta;taghta
taghyut;tehayul
takjub`;heghan
taklid`;takelid
takluk;takluk,tunduk
taksir;taksegh
taktik;siasat,taktik,kimek
takut;ghabbai,sighi,ghugul
takwa;malim,takwa
takwil;tapsir
takziah;ninggampudak,nyegok,takziah
tala;tatawak,tala,talou
talak;pesiang,pelipang,talak,ceghai
talam;talam
talang;talang
talas;talos
tali;tali,kaghuk,kelok
tamak;tamak
tamasya;madogh
tamat;lesai,tammat
tambah;tambah
tambak;bumbun,kulam,ham
tambal;tappal
tambang;tambang
tambat;ikok,tambang
tambuh;bubuh,tambuh
tambur;tambur
tameng;pehalang
tampak;keliak-an,kenahan
tampan;sikop,wawai,hallau,calak
tampar;tipagh,tabuk,tappagh
tampi;mulai,majeu,nembul,nengah
tampuik;tappuk,ujung,tappu
tamping;taku,tappung,sapak,tadah
tamsil;ibaghat,gegoh
tamu;kuwaghi,temoi
tanah;tanoh
tanak;tasak,nyonjong,kekuk
tanam;tanom,cebuk
tancap;pacok,taccep
tanda;tanda,cighi,cighin
tandan;tundun,tendun
tandang;tandang
tandatangan;teken
tanding;tanding,banding,pesaing
tandu;tandu,tunggang
tanduk;tukkah
tandur;tanom
tandus;tandus
tangan;culuk,pungu
tangga;ijan,jan
tanggal;pukah,lucuk,lepas
tanggap;mukeghop,peghhatei
tangguh;tangguh
tangguk;tangguk,sikut,sayit
tanggul;penuppon,bandungan,tebat
tnaggung;tanggung,jamin
tangis;miwang,nyengil,keliwoh
tangkai;takkai
tangkal;takkul
tangkup;takkup
tangsi;tangsi
tani;tani
tanjak;tanjak
tanjunng;tanjung
tanpa;kippakmak
tantang;unggugh,ughau
tanya;lulih,tanyou
tapa;taghak,tapou
tapai;tapai
tapak;jappal,tapak
taplak;alasmija,sepegheimeja
taraf;ghipak
tarawih;taghawih
tarekat;teghekat
target;taghgeyt
tari;taghi,taghei
tarif;igo,taghip,ghega
tarik;taghik,panjut,jejut
taring;taghing
taruh;taghuh
tarung;laga,lago,ghigu,taghung
tata;atugh
tatakan;tatakan
tatap;pinyin,tinuk,ngenah,liak
taut;lekok,kait
tawan;tawan,tahan,takkep
tawar;tawagh
tebak;teduh,tebak
tebal;kedol,amel,tebel
tebang;tuwagh,tebang
tebar;tabui,keghap
tebas;kusi,attek,paccung
tebat;bunbun,kulam,bak,ham
tebing;tebing
tebu;tebu
tebus;tebus
tedeng;salok,tedeng
teduh;sampaihaty,sappaiatei
tegah;halang,tegah
tegak;cok,tegei,tegak,temegi
tegang;pegeng,kakeku,keghas
tegar;kuat
teguh;teguh
teguk;telon,belot
tegun;ngelagok
tegur;tagu,sambat,ulih,nannyiu,semato
teh;te
teka-teki;tateduhan,seganeng
tekan;tekon
tejken;ikin
teko;tekjo,cubik,cighik
tekor;tekor,ghugi
tekuk;kulo,bikkuk,liper
tekukur;hanabogh,kuku,beteteu
tekun;ghajin,nemen
telaah;peghissampeghesou
teladan;tebyan,tawak-an,cettu
telaga;paya
telah;ghadu,ghadeu
telak;pas,ttuwen
telan;belot,belebet
telangkup;telukkop,telekep
telanjang;gageloh,ghiluk,bitung
telanjur;telanjogh,telatcau
telantar;telattag
telapak;jappal,hatitangan,tapak
telat;sayuk,dughi,telat
telaten;metututtoh,telitei,beghangoh
teledor;telidogh,lingah
telukung;telukung,kawai,sebayyang
teletang;hahayak,tenggegok,tegayang
telinga;cuping
teliti;tanat,teliti
telor;tehalui,tallui
teluk;teluk
telungkup;lukkop,tulukkep
telunjuk;penunjuk
teman;ghik,kantik,kedua,jam,jamo
temaga;tembagou
tembak;timbak
tembakang;tebakang
tembakau;tebaku,temaku
tembesu;tebesu
tembikar;tembikagh
tembok;sassaiisemin,keketbateu
tembelok;penganan,temuluk,bebeguk
tembus;ghaccang,luccugh,tebu
temenggung;temenggung
temiang;temiyang
tempa;teppa,tepou
tempat;ghang,pok,beng
tempayan;ghumbik,gecung
tempe;tempe
tempel;twaktu,watteu
tempoyak;tepoyak
tempuh;teghak,liyeu
tempur;peghang,teppugh
tempurung;udom,sughu
temu;tungga,tembuk,tihalu
tenaga;tenaga,,tenagou
tenang;ngehaman,hiyon,hening
tenar;mupajak,tekenal
tenda;tenda
tendang;sipak,kujang,sekul
tengadah;cungak,tegegak
tengah;tengah
tenggang;masa,watteu,kalang
tenggara;tenggar
tenggelam;kelahop,tebeghah
tenger;teghakkop
tenggorok;lukkung,lekung
tengik;tengi,apek
tengkar;battah
tengkorak;tehullah,hulu,balunguleu
tengkuk;keciccil,belalau
tengkulak;tekulak
tengkurap;lukkop,telekop
tengok;liak,tinuk,nah,liwih,subu,iwen
tentang;tattang,tuwon,hal
tentar;tentegha,sgehdadu
tenteng;kuttai,cincing
tentram;aman
tentu;pasti,tattu
tenun;pantok,mattek,tenon
tenung;tenung,ghamal,palak
tepak;tappah,tatimbo
tepat;tepat,tuwon
tepi;pinggigh
tepis;tepis,takkis
tepuk;tepai,tepuk
tepung;gelepuk,tepung
terangjang;teghajang,anjal
terali;kakisi,kisei-kisei
terang;wawwah,teghang
terangpang;saghung,penduk
teras;beghanda,gaghang,tengga
terasi;dilan,delan
teratak;klasa,bepakkul,teghatak,subu
terbang;habang,kambogh,temambugh
terbit;tuwoh,luwagh,timbul,cecul
teri;bilis,teghi,teghei
teriak;mekik,nekeghik
terigu;teghigu
terik;panas,segheng
triak;teghika,gusuk
teriam;teghima,teghimo
terjal;metebing,tegjal
terjang;teghajang,kujang,hanjal
terjemah;ghetto,tegjemah
terjun;cughup,luccak,cecambugh
terka;teduh
terkam;teghakkom,tekap
terlalu;keliwat,begou
terlampau;teliyu
termos;tegmos
ternak;matik,sisian,isikan
terobos;teghak
'terompah;gappah,teghuppah
terong;tiyung
teropong;terupung
terpa;teghpou,teghajang
tertawa;lalang,mahho,ngakkak
tertib;buatoghah,tegtip
teruna;ngugha,modou
terus;laju,lajeu,teghus
tetangga;tetangga,ulun,kebelah
tetap;tuttop,tetap
tetapi;kidang,engan
tetas;tittis,tetis
tetek;mah,minisanak
tetes;tiak
tewas;mati,tiwas
tiada;gayah,makngedok,makngemik,makmakkou
tiang;aghi,tihang
tiarap;telekep
tiiba;sappai,tegoh
tidak;mawat,makwat,mawek
tidur;tughui,pedom
tiga;telu,tego
tiaki;selisih
tikam;pagas
tikar;ilat,sulan,apai
tikung;biluk,sepang
tikus;munduk,tikus
tilik;tilik,nah,peghhatei
timah;timah
timang;pappam,dappan
timba;timba,timbeu
timbang;timbang,tembang
timbul;timbul,luwah,muccul
timbun;timbun,tupppuk
timpa;tuttos,tendih
timapal;gegoh,imbang,padan
timun;lepang
timur;timur
tindas;kaniyaya
tindih;duddogh,tendih
tindik;seghak
tinggal;tippik,tenggal
tinggi;ghanggal,ghaccak,langgahgh,tinggil
tingkah;kelakuan,lelaku,tikkah
tingakt;tikkat,lapis,susun
tinjau;liak,unut,tinuk,ngenah,tinjau
tinju;segung,gucuh,gocoh
tinta;dawat,tinta
tipis;nipis
tipu;budi,buhung,tipeu
tirai;lalindung,teghai
tiri;kewallun,tighi
tiris;tughuh,saghing
tiru;tabai,tawak,tighu
tisik;seghuk
titah;kayin,kayun,peghetam
title;adek,title
titik;titik
titip;seghuman,titip
tiup;sebbu
tobat;jegha,tubat
toblos;tujek,cucuk
todong;bigal
toga;toga
tolakk;tulak
toleh;ghilong
tolol;bugu,gunjugh,budo,lugugh,mekakughang
tolong;tulungn,battu
tomat;mendigha,tiyung,mendeghoubalak
tombak;payan
tombok;nyusugh,tambah
tombol;petikan,tombol
ting;tong
tongkat;tuhot,patuk,tehang,pacceng
tongkol;tongkol,tukkek
tongol;tembul
tonjol;jujjul,tembul
tonton;liak,padik,bngenah,tetun
topang;langgang,sokang
topeng;sekura,topeng
topi;tupi
totok;totok,aselei
trampil;petegh,cepet,cakal
trompet;seghunai,terepet
tua;tuha,toho
tuah;tuah,anasib
tuai;ngegetas,mutil,nguduh
tuak;tuak
tualang;tabuitayagh
tuan;tuwan
tuang;tukkat,tiling,tuang
tuba;tuba,tobou
tubi;beolang-olang
tubruk;tumbugh,terpou
tubuh;badan,jasad
tuding;tujuk
tuduh;teduh,sakko,tuduh
tugal;togal
tugas;tugas,ghasan
tugu;tugu
tuhan;tuhan,saikuasou
tuil;getak,cuwil
tujah;pagas,tujah
tuju;ilung,tuwen,aghah,tujeu,ado
tujuh;piteu,pitu
tukang;tokang
tukar;tukogh,balin,tukeu
tukik;temambugh
tulah;tulah,tolah,malang
tulang;tehullang,balung,tulang,keghekou
tular;palik
tulen;sejatei,aselei
tuli;tuli,tulei
tulis;tulis
tulus;tulus
tuma;tuma,kutu
tumbal;tumbal,tolakbalak
tubing;ghubuh,ghukkak
tumben;aneh,makbiasou
tumbuh;tuwoh,tembuh
tumbuk;tumis,tomes
tumit;tagha,taghou
tumpang;tepang
tumpas;alahko,oegelek
tumpu;jajalan
tumpuk;son,keppul,ladung
tumpul;kudul
tuna;tuna
tunai;kutta
tuning;pangan,kageghing,kehago,tenadai,tuning
tunas;tunas
tuansusila;peghidang
tunawicar;uba,obou
tunawisma;gelandangan
tunda;undugh,tunda
tunduk;sungguk,cengguk
tungau;tungu
tunggal;sebijei,nenggal,sayan
tunggang;tenggang,pikul
tungging;jukkik
tunggu;penah,penan,inan,tunggeu
tunggul;tuhot,tuhet
tungkai;tukkai
tungku;tukku,tekeu
tunjang;tanjing,tunjang
tunjuk;jajak,culuk
tuntun;tawit
tuntut;tuttut,kulai
tupai;tupai,topai
turun;ghaggoh,ghegah
turut;tutu,musei
tusuk;cucuk
tutup;kebok,salok,katup
tutur;cawo,tutugh,ocap,teghassul
uang;duit,daw
uap;hawa,hawo
ubah;ghubah,gattei,obah
uban;huban
ubi;hubi,wakaktanem
ubin;ubin
ubun-ubun;ububun
ucap;cwa,cawo,ocap
udang;hughang,oghang
udara;angin,haw
udik;udik,gabou,hulu
ufuk;cukutlangit,kukutlangek
ugal-ugalan;ngelacugh,nakal
ujar;cawou,ngomong
uji;cuba,uji,kesma
ujud;ujud
ujung;uccuk,nappak,ujung
ukir;ukigh
ukur;ukogh,takagh,jakkou
ulama;malim,ulunalim
ulang;uloh,oloh,olang
ular;ulai,olai
ulas;bucak,kopas,kekah
ulat;hughol,wegh,ighas
ulek;gighik,giling,ulek
ulet;senemon,tetoh,kuwat,nadai,tawakkal
ulung;ulung,petegh
ulur;ulugh
umbi;umbei
umbut;humbuk,embut,kabing
umpama;ibaghat,kittubang,mesal
umpan;uppan,pan
umpat;upok,opok
umpet;segok,jemamuk
umum;segok,umum
umur;umugh,omogh
undi;undi,lotghi
undur;undugh
unggul;unggul
unggun;jeghawwan
ungkap;cawa,ghanggou
ungkit;cukkil,bucak
ungsi;malih,pendah
ungu;ungu
unjuk;jajak,kenai,culuk
unnta;tou,utta
untuk;haga,guwai,bagei,gonou,pakaki,maknhi
untung;uttung,tung
upacara;begawei
upah;pengeni,upah,opah
upaa;upayou,usahou
urai;babbagh,bokak
urap;babulung,oghap
urat;uyak,oyak
urine;yoh
urung;ughung,batal
urus;ughus,uyun
urut;ayit
usaha;usaha,sepok,ghiuyak
usai;ghadu,gibagh,gelek
using;tumbai,kaksaka,using,jebbey
usap;pusau,lap,sapeu
usia;unug,omor
usil;gussing
usir;usigh,tundung
usul;paghkuli,peghetok
usus;isau,tenahhi,usus
usut;sepok,usut,sesak
utama;utamou
utang;hutang,sakkuktan,otang
utara;utagho
utuh;makmeluang,utuh
utus;kayun,kayin
uzur;halangan,husugh
wabah;habah
wadah;pakai
waduk;bumbun,ham
wafat;mati,maklagi,ninggal
wahyu;wahyu
wajah;pudak,opou
wajar;sdong,biaso,pantas
wajib;musti,mesti
wajik;wajik
wakaf;wakap
wakil;wakil,pembaghep,gatti
waktu;watteu,waktu
walu;najin,walau,lamen
walhasil;walhasil
wali;wallei
wangi;meghum,ghum
wanuta;bebai,sebai,bai-bai
waras;munyayan,sehat,waghas
warawiri;munggakmedoh,waghawighei
warga;waghgou
waris;openinggalan,waghus
warna;keliyak,ghupa,cugha
warta;kabagh,beghito
wartawan;wagtwan
warung;waghung,kedai
wasiat;wasiat
wasit;wasit,hakim
waspada;ngeghaghaba,atei-atei
was-was;was-was
watak;sipat,lelakun
wates;hattak,langan,bates
wawancara;bebalah
wayang;wayang(pusik)
wibawa;sembahawa,kuaso
wilayah;wilayah,sekitegh
wirid;wighid
wiron;wighon
ya;payu,yu,ya,yeu
yaitu;yaddodia
yakin;yakin,pegcaya
yang;sai,si
yatim;haghuk,aghuk
zaman;jaman
zakat;jakat,jekkeat
ziarah;ngeghuwah,siaghah,lemuwah
zikir;zikigh
zina;meghidang,mukah
zuhud;zuhud
zohor;luhugh